identifier,guid,kind,desc_chars,wiki_pages,wiki_chars,n_files,n_doc_files,doc_files
osf.io/s9fxy,s9fxy,nodes,0,0,0,22,10,"In-class experiment report-2.docx | Weinstein_1980_GroupA_Replication & Extension_Main Manuscript.docx | Weinstein_1980_GroupA_Replication & Extension_Supplementary.docx | replication & extension main manuscript (Weinstein, 1980 - Group A).docx | Weinstein_1980_Unrealistic_Optimism_Group_A.docx | replication & extension supplementary (Weinstein, 1980 - Group A).docx | Weinstein1980-Unrealistic_Optimism-Group_B-Event_RatingAnxiety-Final.docx | replication & extension supplementary (Weinstein, 1980 - Group B).docx | replication & extension main manuscript (Weinstein, 1980 - Group B).docx | Replication_Jamovi Variable Computation and Filter Code.docx"
osf.io/tgrcx,tgrcx,nodes,0,0,0,11,3,20210319 Preregistration Balancing Savings and debt_CFPB extension.pdf | cfpb_balancing-savings-and-debt_report_2021-01.pdf | Experiment suggests people pay down debt but keep savings cushion _ Consumer Financial Protection Bureau.pdf
osf.io/tf852,tf852,nodes,0,0,0,18,1,SN - XPECT2 SOM Revision - Draft 3 (4.14.2023).docx
osf.io/thdqb,thdqb,nodes,0,1,1899,4,1,OSF Prereg - Nonconscious Arithmetic.pdf
osf.io/tajhd,tajhd,nodes,0,0,0,13,4,Deviations from the Original Study.pdf | codebook - Study 1.pdf | Procedure - Study 1.docx | Procedure - Study 2.docx
osf.io/tzvnh,tzvnh,nodes,0,0,0,1,1,Hanson_IMAGEN_ELA_Neuroticism_RR_20241001.docx
osf.io/tj4sh,tj4sh,nodes,0,0,0,30,4,Preregistration_Refmask_Materials&procedure.pdf | Preregistration_Refmask_AnalysisPlan.pdf | Preregistration_Refmask_FINAL.pdf | Bartsch&Oberauer_2020_Refmask.pdf
osf.io/tzegm,tzegm,nodes,0,1,3293,1,1,studyswap_ad.docx
osf.io/upg4k,upg4k,nodes,0,0,0,1,1,2019Lyon_PredictiveEvaluationReplicationStudies_SamuelPawel.pdf
osf.io/umj4h,umj4h,nodes,0,1,1078,10,2,Supplementary Materials.pdf | Power Analysis.pdf
osf.io/uhr59,uhr59,nodes,0,0,0,8,5,Student Project Approval Form 1.6 Without Guidance.docx | Ethics Form after Feedback.docx | effect_size_Buunk_1997.pdf | Data_collection_note.docx | Laboratory Notebook Final Version.docx
osf.io/v4wth,v4wth,nodes,0,0,0,1,1,"Shaw, Cloos, Luong, Elbaz, & Flake (2020) Measurement Practices in Large-Scale Replications.pdf"
osf.io/v6ngk,v6ngk,nodes,0,0,0,5,4,Data Codebook.pdf | Complete data analysis_JASP export.pdf | Materials_Qualtrics export.pdf | Manuscript preprint.pdf
osf.io/u3nza,u3nza,nodes,0,0,0,26,6,Further details of power analyses.docx | OSF_Experimental methodology.docx | RRR_Wegner_pre-dataMS.docx | Study 1 participant handouts.docx | Study 2 participant handouts.docx | Study 2 additional measure (to be cut into 4).docx
osf.io/vcnp6,vcnp6,nodes,0,0,0,3,2,manuscript: escalation of commitment.docx | materials Staw 1976.docx
osf.io/upg5w,upg5w,nodes,0,0,0,29,4,stage_1R_Replication_of_pride_and_shame_studies_BODY-ONLY_2020-03-25_ac.docx | power_analysis_addendum.pdf | Pride_Study_UH-Manoa_version.docx | Shame_Study_UH-Manoa_version.docx
osf.io/v2wyu,v2wyu,nodes,0,0,0,111,1,TopDownBio_RRR_Stage1.pdf
osf.io/vkw3f,vkw3f,nodes,0,0,0,1,1,Proposal_Replication_2013102813.docx
osf.io/ve9bg,ve9bg,nodes,0,0,0,21,9,20189-PSYC-Shafir_1993_Choosing_vs_Rejecting.docx | Shafir_1993_Choosing_Versus_Rejecting_Won_Young_Cho_Pre-registration_Revised-G.docx | Shafir_1993_Choosing versus rejecting_Chan szeying_revised pre-registration-G.docx | Shafir (1993)_Options betterworse_Jasmin Weber_revised pre-registration-G.docx | Shafir-1993-Choosing vs rejecting-Connie Chu Tsz Ching-pre-registration_revised-G.docx | Chandrashekar et al 2020 Shafir (1993) replication and extensions-preprint-v4.pdf | Method-v2-G.pdf | SupplyMtrl.pdf | Method-RNR2-V1-P.pdf
osf.io/vp3te,vp3te,nodes,47,1,123,12,3,Codebook and meta data.pdf | Expert panel review_DEF.pdf | 2022.11.14 Coding scheme Replication Study Wood ENGLISH.docx
osf.io/w5eq4,w5eq4,nodes,0,0,0,2,2,CORTEX-D-19-00998-Stage1-IPA.pdf | AuthorCredits.pdf
osf.io/vpyd9,vpyd9,nodes,0,0,0,17,1,socialTBReplication-dataTotal_open_ReadMe.pdf
osf.io/vdjhy,vdjhy,nodes,0,0,0,21,4,"OSF_Overview_Cutler_reanalysis.pdf | Cutler_reanalysis_SuppAnalysis_v10.pdf | Rocca, Martino, & Darcy (2024) How misperception affects the structure of the L2 mental lexicon-A conceptual replication of Cutler (2005).pdf | Klattese_to_IPA.pdf"
osf.io/w5hjm,w5hjm,nodes,0,0,0,2,2,replicationPAP.docx | replicationPAP_updated2021.docx
osf.io/w9sur,w9sur,nodes,16,0,0,7,0,
osf.io/wcy2p,wcy2p,nodes,0,0,0,4,4,"Papp & Erchull, 2016.pdf | Calogero, Tylka, Donnelly, McGetrick, & Leger, 2017.pdf | Calogero, 2013.pdf | Power analysis.docx"
osf.io/wkpqv,wkpqv,nodes,0,1,822,0,0,
osf.io/wy8ab,wy8ab,nodes,0,0,0,2,1,Gonnerman Replication (PostReplication Form).docx
osf.io/wtv9f,wtv9f,nodes,0,1,426,1,0,
osf.io/x2jcb,x2jcb,nodes,0,0,0,1,1,Replication_recipe_effects_of_knowing_and_liking_on_accuracy_july_2017.pdf
osf.io/wzduf,wzduf,nodes,0,0,0,13,3,Robertson_etal_Supplement.pdf | RobertsonEtAl_MoralHypocrisy.pdf | RobertsonEtAl_StageOneAcceptedManuscript.pdf
osf.io/wzup5,wzup5,nodes,0,0,0,13,2,Preregistration_PDF_clothing_style_ovulatory_cycle_replication.pdf | coding_scheme.pdf
osf.io/w9gks,w9gks,nodes,0,0,0,35,0,
osf.io/x7cf6,x7cf6,nodes,0,0,0,4,2,Online Appendix to MRP-RSM.pdf | MRP-Preprint.pdf
osf.io/x97sf,x97sf,nodes,0,0,0,5,3,"Full_material.pdf | Stata script simulation.docx | SELECTION_JSI_Darnon,Sommet,Normand&Manstead.pdf"
osf.io/xe4zc,xe4zc,nodes,0,0,0,2,1,Materials and Measures.docx
osf.io/xr2vb,xr2vb,nodes,17,1,1888,18,15,PCIRR-Stage 1 Manuscript_v1.0 dated 20220428.docx | PCIRR-Stage 1 Manuscript_revised v2 dated 20220811.pdf | Reviewer Response 20220811.pdf | PCIRR-Stage 1 Manuscript_revised v3 dated 20220927.docx | Reviewer Response_Round 2 20220927.pdf | Reviewer Response_Round 3 20221017.pdf | PCIRR-Stage 1 Manuscript_revised v4 dated 20221017.docx | SM3_correlations between drug effects.docx | SM1_Other drug effects.docx | PCIRR-Stage 2 Manuscript_v1_20230202_clean.docx
osf.io/xqr4m,xqr4m,nodes,0,1,822,12,12,EMPRA_W189_DeNeys_E_consent_fin.pdf | EMPRA_WS189_DeNeys_E_procedures.pdf | EMPRA_W189_DeNeys_E_version_B_KO_OSF.pdf | EMPRA_W189_DeNeys_E_version_B_ST_OSF.pdf | EMPRA_W189_DeNeys_E_version_Z_KO_OSF.pdf | EMPRA_W189_DeNeys_E_version_Z_ST_OSF.pdf | EMPRA_W189_DeNeys_E_version_debriefing.pdf | EMPRA_WS189_DeNeys_E_procedures_english.pdf | Version_1_B_KO.pdf | Version_2_Z_KO.pdf
osf.io/x9gjj,x9gjj,nodes,0,0,0,14,1,Methods.docx
osf.io/yg6qe,yg6qe,nodes,0,0,0,6,1,Demidenkoetal_Supplemental.pdf
osf.io/xj5pd,xj5pd,nodes,0,0,0,23,17,PCI-RR Snapshot Barkan etal 2012 replication extension-v2-G.docx | PCIRR Barkan etal 2012 replication & extension supplementary.docx | PCIRR Barkan etal 2012 replication & extension main manuscript.docx | Jin & Feldman 2022-revisiting-ethical-dissonance-Barkan etal 2012-replication-preprint.pdf | Barkan-etal-2002-rep-ext-stimulated_data_analysis-v4.1-Y.pdf | Barkan-etal-2002-rep-ext-stimulated_data_analysis-v4.1-Y.docx | Barkan-etal-2002-rep-ext-effect-size-power-v2-G.pdf | Barkan-etal-2002-rep-ext-effect-size-power-v2-G.docx | RRR_Barkan_et_al_2012_Ethical_dissonance.docx | RRR_Barkan_et_al_2012_Ethical_dissonance.pdf
osf.io/xzgfd,xzgfd,nodes,0,0,0,13,2,Final Accepted Version1.pdf | SupplementaryTables.docx
osf.io/ytuzm,ytuzm,nodes,0,0,0,2,1,Preprint_A Failure to Replicate Episodic Specificity Induction on Divergent Thinking.docx
osf.io/ywcsm,ywcsm,nodes,0,1,1018,1,1,Meier&Lyons Nomics Poster 2017.pdf
osf.io/z27sn,z27sn,nodes,0,0,0,3,2,Weissman_et_al_RRR_Gyurkovics_et_al_OSF.pdf | Weissman_et_al_RRR_Table1.docx
osf.io/z7w3s,z7w3s,nodes,0,0,0,1,1,Replication_oderating_effect_of_political_knowledge.pdf
osf.io/z79dm,z79dm,nodes,0,0,0,1,1,preregistration_LPDJP2023_ja.pdf
osf.io/z8kma,z8kma,,0,0,0,0,0,
osf.io/yhvtk,yhvtk,nodes,0,0,0,13,2,180326_STUDY PROTOCOL__for ethics amendment application.docx | FINAL STUDY PROTOCOL.docx
osf.io/y9p7u,y9p7u,nodes,0,1,414,50,13,"Effect-size-calculations.docx | READMEFIRST.docx | Collabra-final-Heyman&Ariely-rep-ext-supplementary.docx | Imada etal-Heyman & Ariely 2004-reps-exts-preprint-final.pdf | Collabra-final-Heyman&Ariely-rep-ext-main.docx | Collabra-final-Heyman&Ariely-rep-ext-title-page.docx | Imada etal-Heyman & Ariely 2004-reps-exts-print.pdf | Heyman__Ariely_2004_Group_A.docx | replication & extension main manuscript (Heyman & Ariely, 2004 - Group A).docx | replication & extension supplementary (Heyman & Ariely, 2004 - Group A).docx"
osf.io/zd3wj,zd3wj,nodes,0,1,10,1,1,"Horstmann et al., Situaiton Perception and Affect.pdf"
osf.io/zkyb8,zkyb8,nodes,0,1,549,7,1,Readme.docx
osf.io/zytdx,zytdx,nodes,0,1,345,27,11,effect_size.pdf | Copy of Questionnaire.docx | Post-study Replication recipe..pdf | general_comments..pdf | Questionnaire for ethics document.docx | Recruitment Material - Adverts.docx | Participant Consent.docx | Recruitment material.docx | Ethics form.docx | Participant Consent.docx
