doi_r,original,n_ours,n_mo
10.2466/04.09.21.pr0.108.2.477-486,same (identical sets),1,1
10.2466/pms.102.1.73-74,same (identical sets),1,1
10.2466/pms.1967.25.3.965,same (identical sets),1,1
10.2466/pms.1968.26.2.559,different (several),2,2
10.2466/pms.1988.66.2.419,same (identical sets),1,1
10.2466/pms.1989.68.1.157,theirs: no original DOI,1,0
10.2466/pms.1994.79.1.384,same (identical sets),1,1
10.2466/pms.2000.91.3.821,same (identical sets),1,1
10.2466/pms.2002.94.3.867,same (identical sets),1,1
10.2466/pms.2003.96.1.25,same (identical sets),1,1
10.2466/pms.2003.97.2.384,theirs: no original DOI,1,0
10.2466/pr0.104.2.500-508,same (identical sets),1,1
10.2466/pr0.1962.10.2.459,different (one each),1,1
10.2466/pr0.1967.20.3c.1023,overlap (some in common),1,2
10.2466/pr0.1971.29.3f.1223,same (identical sets),1,1
10.2466/pr0.1979.45.3.880,same (identical sets),1,1
10.2466/pr0.1990.66.2.407,different (one each),1,1
10.2466/pr0.1994.74.2.380,same (identical sets),1,1
10.2466/pr0.1997.81.3.1017,same (identical sets),1,1
10.2466/pr0.2000.87.2.493,same (identical sets),1,1
10.2466/pr0.2002.91.3.722,different (one each),1,1
10.2466/pr0.94.2.733-735,different (one each),1,1
10.2466/pr0.95.3f.1059-1071,different (one each),1,1
10.2478/jagi-2018-0001,same (identical sets),1,1
10.26451/abc.08.02.08.2021,overlap (some in common),4,1
10.30773/pi.2018.11.12.2,same (identical sets),1,1
10.3102/00028312016004341,same (identical sets),1,1
10.3109/00952998509016849,theirs: no original DOI,1,0
10.3109/0142159x.2015.1132409,overlap (some in common),2,1
10.3109/07357907.2011.630052,different (one each),1,1
10.3109/10428194.2014.910775,same (identical sets),1,1
10.3109/10826088909047295,same (identical sets),1,1
10.3109/14659891.2014.980862,same (identical sets),1,1
10.3109/14659899709081968,same (identical sets),1,1
10.3109/15412555.2014.908831,overlap (some in common),2,1
10.3109/17482968.2012.704926,same (identical sets),1,1
10.31234/osf.io/esu9z,same (identical sets),1,1
10.31234/osf.io/gd6ej,same (identical sets),1,1
10.31234/osf.io/jfmsz,same (identical sets),1,1
10.31234/osf.io/ux8ef,different (several),2,1
10.3201/eid1903.121029,same (identical sets),1,1
10.3233/blc-150027,overlap (some in common),12,4
10.3233/jad-122395,same (identical sets),1,1
10.3233/jad-132432,different (one each),1,1
10.3233/jad-2009-1200,same (identical sets),1,1
10.3233/jad-2011-111847,same (identical sets),1,1
10.3233/jad-2012-112123,same (identical sets),1,1
10.3233/jem-2007-0268,same (identical sets),1,1
10.3238/arztebl.2020.0347,overlap (some in common),1,2
10.32601/ejal.460588,same (identical sets),1,1
10.32872/cpe.7679,same (identical sets),1,1
10.3324/haematol.2010.022459,same (identical sets),2,2
10.3357/asem.3172.2012,same (identical sets),1,1
10.3386/w12607,different (several),2,1
10.3389/fcomm.2022.1017362,same (identical sets),1,1
10.3389/fendo.2020.00231,same (identical sets),1,1
10.3389/fgene.2018.00363,same (identical sets),1,1
10.3389/fgene.2020.00827,different (one each),1,1
10.3389/fnagi.2021.702810,overlap (some in common),3,1
10.3389/fnbeh.2020.00128,overlap (some in common),1,2
10.3389/fnbeh.2025.1555081,overlap (some in common),2,1
10.3389/fncel.2025.1681881,overlap (some in common),1,2
10.3389/fneur.2019.00884,same (identical sets),1,1
10.3389/fnhum.2013.00817,same (identical sets),1,1
10.3389/fnhum.2015.00028,same (identical sets),1,1
10.3389/fnhum.2018.00472,same (identical sets),1,1
10.3389/fnhum.2019.00309,same (identical sets),1,1
10.3389/fnhum.2020.00230,different (several),2,1
10.3389/fnhum.2020.00265,same (identical sets),1,1
10.3389/fnhum.2021.629648,same (identical sets),1,1
10.3389/fnhum.2022.997230,same (identical sets),1,1
10.3389/fnhum.2023.1233594,overlap (some in common),2,1
10.3389/fnins.2016.00531,same (identical sets),1,1
10.3389/fnins.2017.00654,same (identical sets),1,1
10.3389/fnins.2019.00078,same (identical sets),2,2
10.3389/fnins.2019.01161,same (identical sets),1,1
10.3389/fnins.2020.00342,same (identical sets),1,1
10.3389/fnins.2023.1267611,same (identical sets),1,1
10.3389/fnint.2011.00048,same (identical sets),1,1
10.3389/fnint.2022.1041423,different (one each),1,1
10.3389/fnint.2022.847824,same (identical sets),1,1
10.3389/fnint.2022.974177,same (identical sets),1,1
10.3389/fnint.2023.935177,different (one each),1,1
10.3389/fnsys.2025.1547276,same (identical sets),1,1
10.3389/fonc.2023.1139347,same (identical sets),1,1
10.3389/fpsyg.2011.00274,same (identical sets),1,1
10.3389/fpsyg.2012.00056,same (identical sets),2,2
10.3389/fpsyg.2014.00754,overlap (some in common),1,2
10.3389/fpsyg.2014.00855,same (identical sets),1,1
10.3389/fpsyg.2014.01343,same (identical sets),2,2
10.3389/fpsyg.2015.01621,overlap (some in common),1,2
10.3389/fpsyg.2015.01982,same (identical sets),1,1
10.3389/fpsyg.2016.00396,same (identical sets),1,1
10.3389/fpsyg.2016.00994,different (one each),1,1
10.3389/fpsyg.2016.01646,same (identical sets),1,1
10.3389/fpsyg.2016.02081,overlap (some in common),1,2
10.3389/fpsyg.2017.00239,overlap (some in common),1,2
10.3389/fpsyg.2017.02362,different (one each),1,1
10.3389/fpsyg.2018.00258,same (identical sets),1,1
10.3389/fpsyg.2018.00398,overlap (some in common),5,2
10.3389/fpsyg.2018.00874,same (identical sets),1,1
10.3389/fpsyg.2018.02790,same (identical sets),1,1
10.3389/fpsyg.2019.00375,same (identical sets),1,1
10.3389/fpsyg.2019.01381,different (several),1,2
10.3389/fpsyg.2019.02086,same (identical sets),1,1
10.3389/fpsyg.2019.02474,same (identical sets),1,1
10.3389/fpsyg.2020.02090,same (identical sets),2,2
10.3389/fpsyg.2021.604843,overlap (some in common),1,2
10.3389/fpsyg.2021.612923,same (identical sets),2,2
10.3389/fpsyg.2021.623402,same (identical sets),1,1
10.3389/fpsyg.2021.662828,same (identical sets),1,1
10.3389/fpsyg.2021.696025,same (identical sets),1,1
10.3389/fpsyg.2021.711173,same (identical sets),1,1
10.3389/fpsyg.2022.1019272,overlap (some in common),2,1
10.3389/fpsyg.2022.932592,different (one each),1,1
10.3389/fpsyg.2023.1130632,same (identical sets),1,1
10.3389/fpsyg.2023.1135129,same (identical sets),1,1
10.3389/fpsyg.2023.1258359,same (identical sets),1,1
10.3389/fpsyg.2024.1472489,different (one each),1,1
10.3389/fpsyg.2025.1531759,same (identical sets),1,1
10.3389/fpsyt.2011.00069,same (identical sets),1,1
10.3389/fpsyt.2014.00087,same (identical sets),1,1
10.3389/fpsyt.2018.00639,same (identical sets),1,1
10.3389/fpsyt.2020.561564,same (identical sets),1,1
10.3389/fpsyt.2021.668152,different (one each),1,1
10.3389/fpsyt.2022.951065,same (identical sets),1,1
10.3389/fpsyt.2023.1238473,same (identical sets),1,1
10.3389/fpubh.2019.00127,same (identical sets),1,1
10.3390/ani9100835,same (identical sets),1,1
10.3390/biology11101417,same (identical sets),1,1
10.3390/brainsci11081059,same (identical sets),1,1
10.3390/brainsci12081061,same (identical sets),1,1
10.3390/brainsci12101299,same (identical sets),1,1
10.3390/brainsci12101367,same (identical sets),1,1
10.3390/brainsci14010107,same (identical sets),1,1
10.3390/brainsci15020176,same (identical sets),1,1
10.3390/bs15040487,overlap (some in common),2,1
10.3390/bs9010010,same (identical sets),1,1
10.3390/cells11203242,different (one each),1,1
10.3390/clockssleep7040068,same (identical sets),1,1
10.3390/e23030304,same (identical sets),1,1
10.3390/ijerph19084912,different (one each),1,1
10.3390/ijerph191610000,same (identical sets),1,1
10.3390/jintelligence11100190,same (identical sets),1,1
10.3390/jintelligence12040037,different (several),2,1
10.3390/jpm12060876,same (identical sets),1,1
10.3390/nu14224721,same (identical sets),1,1
10.3390/vision7010003,same (identical sets),1,1
10.3402/ejpt.v6.29313,same (identical sets),2,2
10.36253/qoe-14034,same (identical sets),1,1
10.36418/syntax-literate.v7i9.9468,same (identical sets),1,1
10.36903/physiome.21714863.v1,same (identical sets),1,1
10.3758/s13414-017-1408-4,same (identical sets),1,1
10.3758/s13414-018-1630-8,overlap (some in common),1,2
10.3758/s13414-019-01689-5,same (identical sets),1,1
10.3758/s13414-019-01791-8,same (identical sets),2,2
10.3758/s13414-020-02159-z,overlap (some in common),2,2
10.3758/s13414-020-02239-0,same (identical sets),1,1
10.3758/s13414-021-02245-w,same (identical sets),1,1
10.3758/s13414-021-02312-2,overlap (some in common),2,3
10.3758/s13414-022-02496-1,same (identical sets),1,1
10.3758/s13414-025-03095-6,same (identical sets),1,1
10.3758/s13415-022-00983-4,same (identical sets),1,1
10.3758/s13415-024-01185-w,overlap (some in common),2,1
10.3758/s13415-025-01326-9,same (identical sets),1,1
10.3758/s13421-017-0708-1,overlap (some in common),1,2
10.3758/s13421-018-0791-y,same (identical sets),1,1
10.3758/s13421-019-00916-6,same (identical sets),1,1
10.3758/s13421-019-00968-8,same (identical sets),1,1
10.3758/s13421-020-01043-3,same (identical sets),1,1
10.3758/s13421-020-01092-8,same (identical sets),1,1
10.3758/s13421-021-01230-w,overlap (some in common),2,1
10.3758/s13421-022-01287-1,same (identical sets),1,1
10.3758/s13421-024-01610-y,overlap (some in common),1,2
10.3758/s13423-013-0548-3,same (identical sets),1,1
10.3758/s13423-017-1348-y,different (several),1,7
10.3758/s13423-022-02158-1,different (one each),1,1
10.3758/s13423-022-02182-1,overlap (some in common),2,1
10.3758/s13428-023-02221-2,same (identical sets),3,3
10.3892/ol.2017.6829,same (identical sets),1,1
10.3899/jrheum.110199,overlap (some in common),3,2
10.3928/01484834-20170421-06,same (identical sets),1,1
10.4054/demres.2024.51.31,same (identical sets),1,1
10.4161/cbt.25093,same (identical sets),1,1
10.4172/2155-9899.s10-001,same (identical sets),1,1
10.4236/jbbs.2013.32020,same (identical sets),1,1
10.4236/jcdsa.2017.74027,same (identical sets),1,1
10.4236/ojneph.2026.161002,same (identical sets),1,1
10.5018/economics-ejournal.ja.2018-34,same (identical sets),1,1
10.5018/economics-ejournal.ja.2018-37,same (identical sets),1,1
10.5114/biolsport.2025.147010,overlap (some in common),2,1
10.51910/ijhdr.v11i40.588,overlap (some in common),1,2
10.5195/jmla.2021.1220,same (identical sets),1,1
10.5249/jivr.v4i1.65,different (one each),1,1
10.5296/ijhrs.v10i3.16907,different (one each),1,1
10.5334/irsp.883,same (identical sets),1,1
10.5334/jcaa.52,same (identical sets),1,1
10.5334/joc.342,different (one each),1,1
10.5334/joc.459,same (identical sets),1,1
10.5381/jot.2016.15.3.a2,overlap (some in common),4,5
10.5430/jnep.v3n6p51,same (identical sets),1,1
10.5551/jat.14589,overlap (some in common),1,2
10.5753/sbqs.2016.15130,different (one each),1,1
10.5964/jnc.7033,different (one each),1,1
10.64719/pb.4509,same (identical sets),1,1
10.70923/001c.72403,different (one each),1,1
10.7554/elife.43578,same (identical sets),1,1
10.7554/elife.43962,same (identical sets),1,1
10.7554/elife.88762,same (identical sets),1,1
10.7717/peerj.16318,same (identical sets),1,1
10.7717/peerj.18682,same (identical sets),1,1
10.7717/peerj.4217,overlap (some in common),2,3
10.7717/peerj.9401,same (identical sets),1,1
10.7759/cureus.34566,same (identical sets),1,1
10.7759/cureus.42194,same (identical sets),1,1
10.7759/cureus.54109,same (identical sets),2,2
10.9741/2578-2118.1125,same (identical sets),1,1
